"Date","Count_Hour","Duration","Up","Down","Net_Up","Salmon_Hour","Comments"
"Date","Count Hour","Duration","Up","Down","Net Up","Salmon/Hour","Comments"
"45118","8","10","2","0","2","12",NA
"45118","9","10","0","0","0","0",NA
"45118","10","10","1","0","1","6",NA
"45118","11","10","1","0","1","6",NA
"45118","12","10","0","0","0","0",NA
"45118","13","10","1","0","1","6",NA
"45118","14","10","0","0","0","0",NA
"45118","15","10","7","0","7","42",NA
"45118","16","10","1","0","1","6",NA
"45118","17","10","1","0","1","6",NA
"45118","18","10","2","0","2","12",NA
"45118","19","10","1","0","1","6",NA
"45118","20","10","0","0","0","0",NA
"45118","21","10","1","0","1","6",NA
"45118","22","10","0","0","0","0",NA
"45118","23","10","1","0","1","6",NA
"45119","0","10","0","0","0","0",NA
"45119","1","10","0","0","0","0",NA
"45119","2","10","0","0","0","0",NA
"45119","3","10","0","0","0","0",NA
"45119","4","10","0","0","0","0",NA
"45119","5","10","0","0","0","0",NA
"45119","6","10","1","0","1","6",NA
"45119","7","10","0","0","0","0",NA
"45119","8","10","2","0","2","12",NA
"45119","9","10","2","0","2","12",NA
"45119","10","10","4","0","4","24",NA
"45119","11","10","0","0","0","0",NA
"45119","12","10","0","0","0","0",NA
"45119","13","10","8","0","8","48",NA
"45119","14","10","0","0","0","0",NA
"45119","15","10","1","0","1","6",NA
"45119","16","10","1","0","1","6",NA
"45119","17","10","0","0","0","0",NA
"45119","18","10","0","0","0","0",NA
"45119","19","10","1","0","1","6",NA
"45119","20","10","0","0","0","0",NA
"45119","21","10","1","0","1","6",NA
"45119","22","10","0","0","0","0",NA
"45119","23","10","0","0","0","0",NA
"45120","0","10","0","0","0","0",NA
"45120","1","10","0","0","0","0",NA
"45120","2","10","0","0","0","0",NA
"45120","3","10","0","0","0","0",NA
"45120","4","10","0","0","0","0",NA
"45120","5","10","0","0","0","0",NA
"45120","6","10","1","0","1","6",NA
"45120","7","10","0","0","0","0",NA
"45120","8","10","2","0","2","12",NA
"45120","9","10","1","0","1","6",NA
"45120","10","10","0","0","0","0",NA
"45120","11","10","0","0","0","0",NA
"45120","12","10","0","0","0","0",NA
"45120","13","10","0","0","0","0",NA
"45120","14","10","1","0","1","6",NA
"45120","15","10","0","0","0","0",NA
"45120","16","10","0","0","0","0",NA
"45120","17","10","2","0","2","12",NA
"45120","18","10","2","0","2","12",NA
"45120","19","10","0","0","0","0",NA
"45120","20","10","2","0","2","12",NA
"45120","21","10","0","0","0","0",NA
"45120","22","10","4","0","4","24",NA
"45120","23","10","0","0","0","0",NA
"45121","0","10","0","0","0","0",NA
"45121","1","10","0","0","0","0",NA
"45121","2","10","0","0","0","0",NA
"45121","3","10","0","0","0","0",NA
"45121","4","10","0","0","0","0",NA
"45121","5","10","0","0","0","0",NA
"45121","6","10","1","0","1","6",NA
"45121","7","10","2","0","2","12",NA
"45121","8","10","0","0","0","0",NA
"45121","9","10","1","0","1","6",NA
"45121","10","10","1","0","1","6",NA
"45121","11","10","2","0","2","12",NA
"45121","12","10","1","0","1","6",NA
"45121","13","10","1","0","1","6",NA
"45121","14","10","0","0","0","0",NA
"45121","15","10","1","0","1","6",NA
"45121","16","10","0","0","0","0",NA
"45121","17","10","0","0","0","0",NA
"45121","18","10","1","0","1","6",NA
"45121","19","10","0","0","0","0",NA
"45121","20","10","0","0","0","0",NA
"45121","21","10","1","0","1","6",NA
"45121","22","10","0","0","0","0",NA
"45121","23","10","0","0","0","0",NA
"45122","0","10","1","0","1","6",NA
"45122","1","10","0","0","0","0",NA
"45122","2","10","0","0","0","0",NA
"45122","3","10","0","0","0","0",NA
"45122","4","10","0","0","0","0",NA
"45122","5","10","0","0","0","0",NA
"45122","6","10","0","0","0","0",NA
"45122","7","10","1","0","1","6",NA
"45122","8","10","1","0","1","6",NA
"45122","9","10","0","0","0","0",NA
"45122","10","10","4","0","4","24",NA
"45122","11","10","0","0","0","0",NA
"45122","12","10","2","0","2","12",NA
"45122","13","10","6","0","6","36",NA
"45122","14","10","1","0","1","6",NA
"45122","15","10","0","0","0","0",NA
"45122","16","10","1","0","1","6",NA
"45122","17","10","3","0","3","18",NA
"45122","18","10","1","0","1","6",NA
"45122","19","10","1","0","1","6",NA
"45122","20","10","0","0","0","0",NA
"45122","21","10","1","0","1","6",NA
"45122","22","10","0","0","0","0",NA
"45122","23","10","0","0","0","0",NA
"45123","0","10","0","0","0","0",NA
"45123","1","10","0","0","0","0",NA
"45123","2","10","0","0","0","0",NA
"45123","3","10","1","0","1","6",NA
"45123","4","10","0","0","0","0",NA
"45123","5","10","0","0","0","0",NA
"45123","6","10","1","0","1","6",NA
"45123","7","10","1","0","1","6",NA
"45123","8","10","4","0","4","24",NA
"45123","9","10","0","0","0","0",NA
"45123","10","10","0","0","0","0",NA
"45123","11","10","1","0","1","6",NA
"45123","12","10","1","0","1","6",NA
"45123","13","10","2","0","2","12",NA
"45123","14","10","1","0","1","6",NA
"45123","15","10","0","0","0","0",NA
"45123","16","10","2","0","2","12",NA
"45123","17","10","0","0","0","0",NA
"45123","18","10","1","0","1","6",NA
"45123","19","10","0","0","0","0",NA
"45123","20","10","1","0","1","6",NA
"45123","21","10","0","0","0","0",NA
"45123","22","10","0","0","0","0",NA
"45123","23","10","0","0","0","0",NA
"45124","0","10","0","0","0","0",NA
"45124","1","10","0","0","0","0",NA
"45124","2","10","0","0","0","0",NA
"45124","3","10","0","0","0","0",NA
"45124","4","10","0","0","0","0",NA
"45124","5","10","0","0","0","0",NA
"45124","6","10","0","0","0","0",NA
"45124","7","10","1","0","1","6",NA
"45124","8","10","0","0","0","0",NA
"45124","9","10","0","0","0","0",NA
"45124","10","10","0","0","0","0",NA
"45124","11","10","0","0","0","0",NA
"45124","12","10","1","0","1","6",NA
"45124","13","10","0","0","0","0",NA
"45124","14","10","0","0","0","0",NA
"45124","15","10","1","0","1","6",NA
"45124","16","10","0","0","0","0",NA
"45124","17","10","1","0","1","6",NA
"45124","18","10","2","0","2","12",NA
"45124","19","10","0","0","0","0",NA
"45124","20","10","0","0","0","0",NA
"45124","21","10","0","0","0","0",NA
"45124","22","10","0","0","0","0",NA
"45124","23","10","0","0","0","0",NA
"45125","0","10","0","0","0","0",NA
"45125","1","10","0","0","0","0",NA
"45125","2","10","0","0","0","0",NA
"45125","3","10","1","0","1","6",NA
"45125","4","10","0","0","0","0",NA
"45125","5","10","1","0","1","6",NA
"45125","6","10","0","0","0","0",NA
"45125","7","10","2","0","2","12",NA
"45125","8","10","0","0","0","0",NA
"45125","9","10","0","0","0","0",NA
"45125","10","10","3","0","3","18",NA
"45125","11","10","2","0","2","12",NA
"45125","12","10","5","0","5","30",NA
"45125","13","10","3","0","3","18",NA
"45125","14","10","1","0","1","6",NA
"45125","15","10","1","0","1","6",NA
"45125","16","10","2","0","2","12",NA
"45125","17","10","0","0","0","0",NA
"45125","18","10","0","0","0","0",NA
"45125","19","10","0","0","0","0",NA
"45125","20","10","0","0","0","0",NA
"45125","21","10","0","0","0","0",NA
"45125","22","10","0","0","0","0",NA
"45125","23","10","0","0","0","0",NA
"45126","0","10","0","0","0","0",NA
"45126","1","10","2","0","2","12",NA
"45126","2","10","2","0","2","12",NA
"45126","3","10","1","0","1","6",NA
"45126","4","10","1","0","1","6",NA
"45126","5","10","2","0","2","12",NA
"45126","6","10","7","0","7","42",NA
"45126","7","10","1","0","1","6",NA
"45126","8","10","10","0","10","60",NA
"45126","9","10","0","0","0","0",NA
"45126","10","10","0","0","0","0",NA
"45126","11","10","3","0","3","18",NA
"45126","12","10","0","0","0","0",NA
"45126","13","10","1","0","1","6",NA
"45126","14","10","0","1","-1","-6",NA
"45126","15","10","6","0","6","36",NA
"45126","16","10","1","0","1","6",NA
"45126","17","10","1","0","1","6",NA
"45126","18","10","1","0","1","6",NA
"45126","19","10","2","0","2","12",NA
"45126","20","10","0","0","0","0",NA
"45126","21","10","2","0","2","12",NA
"45126","22","10","0","0","0","0",NA
"45126","23","10","1","0","1","6",NA
"45127","0","10","0","0","0","0",NA
"45127","1","10","0","0","0","0",NA
"45127","2","10","0","0","0","0",NA
"45127","3","10","0","0","0","0",NA
"45127","4","10","0","0","0","0",NA
"45127","5","10","0","0","0","0",NA
"45127","6","10","0","0","0","0",NA
"45127","7","10","3","0","3","18",NA
"45127","8","10","2","0","2","12",NA
"45127","9","10","0","0","0","0",NA
"45127","10","10","3","0","3","18",NA
"45127","11","10","0","0","0","0",NA
"45127","12","10","0","0","0","0",NA
"45127","13","10","0","0","0","0",NA
"45127","14","10","0","0","0","0",NA
"45127","15","10","4","0","4","24",NA
"45127","16","10","1","0","1","6",NA
"45127","17","10","0","0","0","0",NA
"45127","18","10","1","0","1","6",NA
"45127","19","10","3","0","3","18",NA
"45127","20","10","2","0","2","12",NA
"45127","21","10","1","0","1","6",NA
"45127","22","10","0","0","0","0",NA
"45127","23","10","0","0","0","0",NA
"45128","0","10","0","0","0","0",NA
"45128","1","10","1","0","1","6",NA
"45128","2","10","0","0","0","0",NA
"45128","3","10","0","0","0","0",NA
"45128","4","10","0","0","0","0",NA
"45128","5","10","2","1","1","6",NA
"45128","6","10","2","0","2","12",NA
"45128","7","10","2","0","2","12",NA
"45128","8","10","3","0","3","18",NA
"45128","9","10","0","0","0","0",NA
"45128","10","10","0","0","0","0",NA
"45128","11","10","3","0","3","18",NA
"45128","12","9","1","1","0","0","Short file"
"45128","13",NA,NA,NA,NA,"22.5","File Lost, Average of 2 files before and after used"
"45128","14",NA,NA,NA,NA,"22.5","File Lost, Average of 2 files before and after used"
"45128","15",NA,NA,NA,NA,"22.5","File Lost, Average of 2 files before and after used"
"45128","16","10","13","1","12","72",NA
"45128","17","10","0","0","0","0",NA
"45128","18","10","2","0","2","12",NA
"45128","19","10","1","0","1","6",NA
"45128","20","10","3","0","3","18",NA
"45128","21","10","0","0","0","0",NA
"45128","22","10","1","0","1","6",NA
"45128","23","10","0","0","0","0",NA
"45129","0","10","0","0","0","0",NA
"45129","1","10","0","0","0","0",NA
"45129","2","10","0","0","0","0",NA
"45129","3","10","0","0","0","0",NA
"45129","4","10","0","0","0","0",NA
"45129","5","10","1","0","1","6",NA
"45129","6","10","0","0","0","0",NA
"45129","7","10","0","0","0","0",NA
"45129","8","10","0","0","0","0",NA
"45129","9","10","0","0","0","0",NA
"45129","10","10","0","0","0","0",NA
"45129","11","10","0","0","0","0",NA
"45129","12","10","0","0","0","0",NA
"45129","13","10","0","0","0","0",NA
"45129","14","10","0","0","0","0",NA
"45129","15","10","0","0","0","0",NA
"45129","16","10","1","0","1","6",NA
"45129","17","10","0","0","0","0",NA
"45129","18","10","0","0","0","0",NA
"45129","19","10","2","0","2","12",NA
"45129","20","10","0","0","0","0",NA
"45129","21","10","0","0","0","0",NA
"45129","22","10","0","0","0","0",NA
"45129","23","10","1","0","1","6",NA
"45130","0","10","0","0","0","0",NA
"45130","1","10","0","0","0","0",NA
"45130","2","10","0","0","0","0",NA
"45130","3","10","0","0","0","0",NA
"45130","4","10","0","0","0","0",NA
"45130","5","10","0","0","0","0",NA
"45130","6","10","0","1","-1","-6",NA
"45130","7","10","0","0","0","0",NA
"45130","8","10","1","0","1","6",NA
"45130","9","10","0","0","0","0",NA
"45130","10","10","3","0","3","18",NA
"45130","11","10","1","0","1","6",NA
"45130","12","10","2","0","2","12",NA
"45130","13","10","6","0","6","36",NA
"45130","14","10","0","0","0","0",NA
"45130","15","10","5","0","5","30",NA
"45130","16","10","1","0","1","6",NA
"45130","17","10","1","0","1","6",NA
"45130","18","10","0","1","-1","-6",NA
"45130","19","10","1","0","1","6",NA
"45130","20","10","0","0","0","0",NA
"45130","21","10","0","0","0","0",NA
"45130","22","10","0","0","0","0",NA
"45130","23","10","0","0","0","0",NA
"45131","0","10","0","0","0","0",NA
"45131","1","10","0","0","0","0",NA
"45131","2","10","0","0","0","0",NA
"45131","3","10","1","0","1","6",NA
"45131","4","10","0","0","0","0",NA
"45131","5","10","0","0","0","0",NA
"45131","6","10","1","0","1","6",NA
"45131","7","10","1","0","1","6",NA
"45131","8","10","4","0","4","24",NA
"45131","9","10","2","0","2","12",NA
"45131","10","10","1","0","1","6",NA
"45131","11","10","1","0","1","6",NA
"45131","12","10","0","0","0","0",NA
"45131","13","10","1","0","1","6",NA
"45131","14","10","2","0","2","12",NA
"45131","15","10","2","0","2","12",NA
"45131","16","10","3","0","3","18",NA
"45131","17","10","1","0","1","6",NA
"45131","18","10","0","0","0","0",NA
"45131","19","10","0","0","0","0",NA
"45131","20","10","1","0","1","6",NA
"45131","21","10","0","0","0","0",NA
"45131","22","10","0","0","0","0",NA
"45131","23","10","1","0","1","6",NA
"45132","0","10","1","0","1","6",NA
"45132","1","10","0","0","0","0",NA
"45132","2","10","1","0","1","6",NA
"45132","3","10","0","0","0","0",NA
"45132","4","10","0","0","0","0",NA
"45132","5","10","0","0","0","0",NA
"45132","6","10","0","0","0","0",NA
"45132","7","10","0","0","0","0",NA
"45132","8","10","0","0","0","0",NA
"45132","9","10","0","0","0","0",NA
"45132","10","10","1","1","0","0",NA
"45132","11","10","1","1","0","0",NA
"45132","12","10","1","0","1","6",NA
"45132","13","10","3","0","3","18",NA
"45132","14","10","2","0","2","12",NA
"45132","15","10","1","0","1","6",NA
"45132","16","10","0","0","0","0",NA
"45132","17","10","1","0","1","6",NA
"45132","18","10","1","0","1","6",NA
"45132","19","10","0","0","0","0",NA
"45132","20","10","0","0","0","0",NA
"45132","21","10","2","0","2","12",NA
"45132","22","10","0","0","0","0",NA
"45132","23","10","0","0","0","0",NA
"45133","0","10","0","0","0","0",NA
"45133","1","10","0","0","0","0",NA
"45133","2","10","2","0","2","12",NA
"45133","3","10","0","0","0","0",NA
"45133","4","10","0","0","0","0",NA
"45133","5","10","0","0","0","0",NA
"45133","6","10","1","0","1","6",NA
"45133","7","10","1","0","1","6",NA
"45133","8","10","3","0","3","18",NA
"45133","9","10","0","0","0","0",NA
"45133","10","10","0","0","0","0",NA
"45133","11","10","1","0","1","6",NA
"45133","12","10","0","0","0","0",NA
"45133","13","10","4","0","4","24",NA
"45133","14","10","0","0","0","0",NA
"45133","15","10","0","0","0","0",NA
"45133","16","10","1","1","0","0",NA
"45133","17","10","0","0","0","0",NA
"45133","18","10","0","0","0","0",NA
"45133","19","10","0","0","0","0",NA
"45133","20","10","0","0","0","0",NA
"45133","21","10","0","1","-1","-6",NA
"45133","22","10","0","0","0","0",NA
"45133","23","10","0","0","0","0",NA
"45134","0","10","1","0","1","6",NA
"45134","1","10","0","0","0","0",NA
"45134","2","10","0","0","0","0",NA
"45134","3","10","0","0","0","0",NA
"45134","4","10","0","0","0","0",NA
"45134","5","10","0","0","0","0",NA
"45134","6","10","0","0","0","0",NA
"45134","7","10","1","0","1","6",NA
"45134","8","10","2","0","2","12",NA
"45134","9","10","1","0","1","6",NA
"45134","10","10","0","0","0","0",NA
"45134","11","10","2","0","2","12",NA
"45134","12","10","2","0","2","12",NA
"45134","13","10","2","0","2","12",NA
"45134","14","10","0","0","0","0",NA
"45134","15","10","0","0","0","0",NA
"45134","16","10","2","0","2","12",NA
"45134","17","10","4","0","4","24",NA
"45134","18","10","2","0","2","12",NA
"45134","19","10","1","0","1","6",NA
"45134","20","10","4","0","4","24",NA
"45134","21","10","0","0","0","0",NA
