"drift_date","drift_number","location_id","drift_start_time","drift_end_time","duration","MeshId","location","comments","created_at","updated_at","updated_by"
2023-07-02,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift. One American Shad and One 6 foot Sturgeon",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-02,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5,"near","Good Drift. One fish hit the net and fell off, species unknown",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-02,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-02,4,"n","0.79305555555555562","0.79652777777777783","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-02,5,"n","0.80833333333333324","0.81180555555555556","3.4722222222223209E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-02,6,"n","0.81944444444444453","0.82291666666666663","3.4722222222220989E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,1,"n","0.29583333333333334","0.29930555555555555","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,2,"n","0.30972222222222223","0.31319444444444444","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,3,"n","0.31944444444444448","0.32222222222222224","2.7777777777777679E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,4,"n","0.79375000000000007","0.79722222222222217","3.4722222222220989E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,6,"n","0.81944444444444453","0.82291666666666663","3.4722222222220989E-3",7,"near","Good Drift. Couple fish fell off, species unknown.",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-03,7,"f","0.3263888888888889","0.32847222222222222","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,1,"n","0.29375000000000001","0.29722222222222222","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,3,"n","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,5,"n","0.80694444444444446","0.81041666666666667","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-04,6,"n","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,3,"n","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,4,"n","0.79305555555555562","0.79652777777777783","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,5,"n","0.80902777777777779","0.8125","3.4722222222222099E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-05,6,"n","0.82152777777777775","0.82500000000000007","3.4722222222223209E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,1,"n","0.29305555555555557","0.29652777777777778","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,3,"n","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,4,"n","0.79375000000000007","0.79722222222222217","3.4722222222220989E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,6,"n","0.8208333333333333","0.82430555555555562","3.4722222222223209E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-06,7,"f","0.3298611111111111","0.33194444444444443","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",17,"near","Good Drift. Clipped chinook had a hook in it's mouth",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-07,6,"n","0.82013888888888886","0.82361111111111107","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,3,"n","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,4,"n","0.7944444444444444","0.79791666666666661","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,5,"n","0.80763888888888891","0.81180555555555556","4.1666666666666519E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-08,6,"n","0.82152777777777775","0.8256944444444444","4.1666666666666519E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-09,1,"n","0.29166666666666669","0.29375000000000001","2.0833333333333259E-3",4,"near","Incomplete Drift. Net hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-09,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-09,3,"n","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-10,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-10,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-10,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-10,7,"f","0.32777777777777778","0.3298611111111111","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
